Rating,# words,# pics,Days since review,Useful
4,133,0,529,Not Useful
4,25,0,504,Not Useful
4,34,0,320,Not Useful
5,45,1,685,Not Useful
4,96,1,688,Not Useful
5,22,0,593,Not Useful
1,52,0,557,Not Useful
5,73,3,660,Not Useful
2,141,0,708,Not Useful
5,30,0,663,Not Useful
4,56,0,697,Not Useful
5,38,0,691,Not Useful
5,93,0,594,Not Useful
4,34,0,736,Not Useful
5,177,0,712,Not Useful
5,39,0,713,Not Useful
4,36,0,685,Not Useful
4,34,0,727,Not Useful
4,36,0,698,Not Useful
5,40,0,555,Not Useful
4,175,0,621,Not Useful
5,393,0,153,Not Useful
4,207,20,144,Not Useful
5,116,0,171,Not Useful
5,205,0,197,Slightly Useful
5,104,0,137,Not Useful
5,20,1,150,Not Useful
5,222,2,342,Moderately Useful
5,125,1,311,Not Useful
5,239,5,486,Moderately Useful
5,116,0,220,Slightly Useful
1,123,3,495,Not Useful
5,51,4,231,Slightly Useful
5,21,0,220,Not Useful
5,118,5,237,Not Useful
5,55,0,338,Slightly Useful
4,43,0,167,Not Useful
4,65,0,246,Not Useful
5,119,2,683,Moderately Useful
5,46,0,295,Not Useful
4,92,0,316,Not Useful
5,163,0,598,Highly Useful
5,29,0,231,Not Useful
5,78,0,303,Not Useful
3,102,0,577,Not Useful
5,337,0,620,Slightly Useful
5,20,0,173,Not Useful
5,78,0,252,Not Useful
5,389,0,522,Slightly Useful
5,53,0,392,Slightly Useful
4,33,0,484,Not Useful
5,52,1,683,Slightly Useful
5,31,0,290,Not Useful
5,33,0,304,Not Useful
5,80,0,440,Slightly Useful
5,149,0,572,Slightly Useful
5,49,0,330,Slightly Useful
4,131,0,802,Moderately Useful
5,52,0,479,Slightly Useful
4,134,1,1271,Moderately Useful
4,26,0,391,Not Useful
5,38,0,382,Not Useful
4,41,0,387,Not Useful
5,29,0,432,Not Useful
4,55,0,488,Not Useful
5,112,1,649,Not Useful
5,59,0,649,Slightly Useful
4,50,0,551,Slightly Useful
4,53,0,500,Slightly Useful
5,111,3,769,Moderately Useful
4,271,0,721,Slightly Useful
5,146,0,804,Moderately Useful
5,60,1,743,Moderately Useful
3,82,0,501,Not Useful
5,47,0,319,Not Useful
4,53,0,1113,Moderately Useful
5,41,2,857,Moderately Useful
5,54,0,607,Slightly Useful
4,53,0,915,Moderately Useful
5,74,0,1286,Moderately Useful
1,391,1,1307,Slightly Useful
3,44,0,862,Slightly Useful
5,31,0,573,Not Useful
5,21,0,648,Slightly Useful
5,130,0,445,Not Useful
5,40,0,667,Slightly Useful
1,127,0,950,Slightly Useful
4,54,0,645,Slightly Useful
5,87,0,902,Slightly Useful
5,78,4,676,Slightly Useful
5,95,0,503,Not Useful
1,350,0,1106,Slightly Useful
4,219,0,1113,Moderately Useful
1,130,0,1052,Slightly Useful
5,42,0,705,Slightly Useful
5,61,0,721,Not Useful
5,33,1,953,Slightly Useful
4,135,0,1191,Highly Useful
4,22,0,807,Moderately Useful
5,223,0,1216,Moderately Useful
5,39,0,756,Moderately Useful
5,15,0,976,Moderately Useful
4,113,1,2369,Moderately Useful
5,14,0,736,Slightly Useful
4,133,0,1622,Moderately Useful
5,65,0,1620,Moderately Useful
4,111,0,984,Moderately Useful
5,89,0,1217,Moderately Useful
5,28,1,1237,Moderately Useful
5,24,0,757,Not Useful
5,66,0,1217,Moderately Useful
5,35,1,1172,Moderately Useful
5,53,0,823,Slightly Useful
5,97,1,1129,Slightly Useful
5,66,1,1143,Moderately Useful
5,41,1,1161,Moderately Useful
5,108,5,1176,Moderately Useful
5,39,0,873,Moderately Useful
4,45,0,878,Moderately Useful
1,112,0,999,Not Useful
5,44,0,885,Moderately Useful
5,97,0,894,Moderately Useful
5,39,0,1208,Slightly Useful
5,140,0,649,Not Useful
5,127,0,1136,Slightly Useful
4,46,0,700,Slightly Useful
2,42,0,1122,Slightly Useful
4,68,0,1408,Slightly Useful
5,24,0,1009,Slightly Useful
5,45,0,1037,Slightly Useful
5,241,0,1620,Highly Useful
5,23,0,1006,Slightly Useful
2,18,0,736,Not Useful
4,104,0,1627,Moderately Useful
4,36,0,1024,Slightly Useful
5,40,0,1173,Moderately Useful
5,147,0,1443,Slightly Useful
4,68,0,1094,Slightly Useful
5,19,0,1038,Slightly Useful
5,36,0,795,Slightly Useful
5,71,0,1119,Slightly Useful
5,72,0,1098,Slightly Useful
4,31,0,1168,Slightly Useful
5,67,0,1652,Slightly Useful
4,168,0,1755,Slightly Useful
5,97,0,1361,Slightly Useful
4,95,0,2006,Slightly Useful
5,69,0,2055,Moderately Useful
5,66,0,1233,Slightly Useful
5,23,0,871,Moderately Useful
4,154,0,2003,Slightly Useful
5,395,0,2656,Slightly Useful
5,84,0,1372,Slightly Useful
5,86,0,2009,Slightly Useful
4,23,0,1300,Slightly Useful
5,67,0,1441,Slightly Useful
5,232,0,2376,Not Useful
5,29,0,2108,Moderately Useful
4,99,0,2089,Slightly Useful
4,136,0,2226,Slightly Useful
4,112,0,2005,Slightly Useful
2,254,0,1139,Not Useful
5,175,0,1620,Moderately Useful
2,131,0,1631,Moderately Useful
5,7,1,1749,Slightly Useful
5,94,0,1050,Slightly Useful
4,95,7,2573,Not Useful
4,148,0,2306,Slightly Useful
4,76,0,1526,Slightly Useful
4,277,0,2369,Slightly Useful
3,37,0,1534,Slightly Useful
4,71,0,2321,Slightly Useful
4,169,0,2525,Slightly Useful
3,19,0,1612,Slightly Useful
5,40,2,2265,Slightly Useful
3,39,0,2480,Slightly Useful
5,32,0,1684,Slightly Useful
5,170,0,3400,Slightly Useful
4,218,0,2509,Not Useful
4,117,0,2504,Slightly Useful
4,129,0,2808,Moderately Useful
5,65,0,3519,Slightly Useful
4,396,0,2743,Slightly Useful
5,63,0,1893,Slightly Useful
5,36,0,1620,Not Useful
4,63,0,3077,Not Useful
4,15,0,1742,Slightly Useful
4,34,0,2854,Slightly Useful
4,190,0,2856,Slightly Useful
5,26,0,1911,Slightly Useful
4,104,2,3126,Not Useful
3,9,0,1507,Slightly Useful
4,63,0,2510,Not Useful
4,135,0,2520,Not Useful
4,131,0,2176,Not Useful
5,48,0,1620,Slightly Useful
4,27,0,2181,Not Useful
4,55,0,2920,Not Useful
4,84,0,2637,Not Useful
5,30,0,2025,Not Useful
4,37,0,2729,Not Useful
4,71,0,1784,Slightly Useful
4,47,0,2341,Not Useful
5,191,0,1849,Slightly Useful
4,40,0,2307,Not Useful
4,181,0,2319,Not Useful
5,35,0,2543,Not Useful
4,421,0,3420,Not Useful
3,96,0,3561,Slightly Useful
5,28,0,2231,Not Useful
4,18,0,2397,Not Useful
1,173,0,1951,Not Useful
4,66,0,2416,Not Useful
4,61,0,2563,Not Useful
5,109,0,3627,Not Useful
5,23,0,2842,Not Useful
5,38,0,2902,Not Useful
5,39,0,2629,Not Useful
4,183,0,3175,Slightly Useful
4,190,5,163,Moderately Useful
3,82,0,245,Not Useful
4,152,1,252,Not Useful
4,74,3,136,Not Useful
4,183,2,590,Slightly Useful
4,40,0,275,Not Useful
4,167,6,682,Slightly Useful
3,246,1,701,Slightly Useful
4,79,4,279,Not Useful
1,159,0,321,Not Useful
1,171,0,564,Slightly Useful
4,79,0,336,Not Useful
5,57,0,223,Not Useful
2,175,0,307,Not Useful
4,24,1,277,Not Useful
3,47,0,254,Not Useful
1,166,6,760,Not Useful
5,26,5,367,Not Useful
5,51,0,223,Not Useful
4,114,0,421,Not Useful
4,94,3,342,Not Useful
5,41,3,369,Not Useful
3,175,0,673,Not Useful
2,113,0,333,Slightly Useful
3,101,1,419,Not Useful
2,183,0,196,Not Useful
3,304,3,492,Not Useful
4,124,6,760,Slightly Useful
1,44,0,285,Not Useful
5,30,0,312,Not Useful
3,107,0,723,Not Useful
4,253,1,1117,Not Useful
4,138,0,848,Not Useful
5,151,0,795,Not Useful
5,69,1,607,Not Useful
3,61,4,579,Not Useful
2,192,9,719,Slightly Useful
3,67,8,876,Not Useful
5,18,0,391,Not Useful
3,169,2,728,Slightly Useful
4,37,0,436,Not Useful
5,29,2,442,Not Useful
1,249,0,367,Slightly Useful
4,134,1,913,Not Useful
5,186,0,569,Not Useful
4,24,1,647,Not Useful
5,76,0,471,Not Useful
3,41,0,605,Not Useful
4,84,0,314,Not Useful
5,104,0,498,Not Useful
5,42,0,802,Not Useful
5,27,1,664,Not Useful
5,47,0,716,Not Useful
4,101,2,772,Not Useful
5,64,0,581,Not Useful
4,39,0,362,Not Useful
1,111,0,517,Slightly Useful
4,137,0,579,Not Useful
2,52,0,614,Not Useful
2,96,0,848,Not Useful
3,74,0,883,Not Useful
4,48,0,697,Not Useful
4,35,0,893,Not Useful
4,83,0,964,Not Useful
3,69,0,1013,Not Useful
3,115,0,1339,Not Useful
1,38,0,952,Not Useful
4,194,0,1978,Slightly Useful
1,138,1,838,Not Useful
4,84,0,1030,Not Useful
3,122,1,992,Not Useful
5,83,0,725,Not Useful
4,205,3,1112,Not Useful
4,68,2,918,Not Useful
2,207,0,531,Not Useful
3,19,0,764,Not Useful
1,161,0,635,Not Useful
5,57,0,521,Not Useful
4,136,0,1109,Not Useful
4,42,0,730,Not Useful
2,58,0,716,Not Useful
1,94,0,766,Slightly Useful
4,185,0,565,Not Useful
2,146,0,1024,Not Useful
4,75,0,883,Not Useful
1,91,0,766,Slightly Useful
4,39,1,1121,Not Useful
4,19,0,936,Not Useful
5,175,0,1291,Not Useful
1,24,0,765,Not Useful
3,349,0,635,Not Useful
4,124,0,847,Not Useful
4,143,11,2681,Moderately Useful
1,48,0,847,Not Useful
4,76,0,854,Not Useful
3,241,0,1357,Not Useful
3,39,4,1245,Not Useful
4,202,1,1929,Slightly Useful
3,175,0,1834,Not Useful
4,53,0,907,Not Useful
4,56,0,1346,Not Useful
3,64,1,1797,Not Useful
3,171,0,1416,Slightly Useful
4,44,1,1299,Not Useful
2,156,0,1438,Slightly Useful
4,55,0,928,Not Useful
4,113,1,1958,Not Useful
2,97,0,1998,Not Useful
3,138,0,1492,Slightly Useful
2,125,0,1406,Not Useful
4,20,0,880,Not Useful
4,58,0,1014,Not Useful
1,43,0,1063,Not Useful
5,25,0,700,Not Useful
4,116,0,1443,Not Useful
4,202,2,2315,Not Useful
3,380,0,2182,Not Useful
4,251,0,1693,Slightly Useful
2,96,0,1049,Not Useful
1,48,0,1252,Slightly Useful
4,106,1,2181,Not Useful
2,34,0,1111,Not Useful
4,100,0,1111,Not Useful
3,211,0,1701,Slightly Useful
4,23,0,1028,Not Useful
4,44,0,1689,Not Useful
5,25,0,1097,Not Useful
4,72,0,1097,Not Useful
2,163,0,1076,Not Useful
4,139,0,1731,Slightly Useful
4,99,2,2363,Not Useful
3,26,0,1140,Not Useful
4,27,0,1118,Not Useful
4,90,0,1069,Not Useful
3,136,0,1646,Not Useful
4,72,0,2387,Not Useful
4,36,0,1435,Not Useful
4,193,0,1949,Slightly Useful
1,80,0,1657,Slightly Useful
5,51,0,1096,Not Useful
4,270,0,2744,Slightly Useful
5,44,0,1107,Not Useful
4,107,0,1551,Not Useful
4,170,0,1941,Not Useful
1,88,0,1237,Not Useful
5,62,0,1189,Not Useful
2,106,0,2124,Slightly Useful
3,87,0,1646,Not Useful
4,26,0,1311,Not Useful
4,46,0,1930,Not Useful
4,129,0,2002,Not Useful
4,192,0,2979,Slightly Useful
4,42,0,1936,Not Useful
1,174,0,937,Not Useful
5,29,0,1663,Not Useful
4,313,0,2016,Not Useful
4,55,0,1608,Not Useful
2,114,0,950,Not Useful
1,352,0,2021,Not Useful
5,37,0,1795,Not Useful
1,100,0,1296,Not Useful
4,19,0,1420,Not Useful
4,39,0,2892,Not Useful
4,205,0,2112,Not Useful
1,17,0,1371,Not Useful
4,121,0,2366,Slightly Useful
5,19,0,1365,Not Useful
2,95,0,1514,Not Useful
1,40,0,1396,Not Useful
3,221,0,2427,Slightly Useful
4,137,0,1411,Not Useful
5,47,0,975,Not Useful
4,262,0,2411,Not Useful
4,173,0,2351,Not Useful
5,23,0,1112,Not Useful
4,145,0,2600,Slightly Useful
4,89,0,1075,Not Useful
4,286,0,2662,Slightly Useful
3,99,0,2526,Not Useful
2,101,0,2294,Not Useful
4,54,0,1099,Not Useful
5,140,0,2676,Slightly Useful
3,359,0,2638,Not Useful
2,112,0,1117,Not Useful
4,37,0,1604,Not Useful
4,209,0,2770,Slightly Useful
4,235,0,2698,Not Useful
4,166,0,2736,Not Useful
1,133,0,2246,Not Useful
2,110,0,1760,Not Useful
2,36,0,1927,Not Useful
4,20,0,1588,Not Useful
4,344,0,2851,Slightly Useful
3,204,0,1369,Not Useful
4,133,0,2969,Slightly Useful
1,403,0,1107,Not Useful
4,260,0,2718,Not Useful
3,35,0,1330,Not Useful
3,58,0,2666,Not Useful
4,138,0,1805,Not Useful
3,36,0,2707,Not Useful
2,71,0,2006,Not Useful
5,559,0,3115,Slightly Useful
5,50,0,2147,Not Useful
4,84,0,2143,Not Useful
4,100,0,3029,Not Useful
3,36,0,2428,Slightly Useful
5,82,0,1797,Not Useful
4,53,0,1359,Not Useful
2,65,0,2009,Not Useful
4,61,0,2402,Not Useful
4,95,0,2929,Not Useful
4,170,0,1763,Slightly Useful
5,200,0,3307,Slightly Useful
5,23,0,2401,Not Useful
4,60,0,2344,Not Useful
4,204,0,2547,Slightly Useful
5,47,0,2128,Not Useful
4,223,0,2595,Slightly Useful
2,269,0,2475,Not Useful
3,24,0,2282,Not Useful
3,141,0,2536,Not Useful
5,89,0,2555,Slightly Useful
4,160,0,3302,Not Useful
3,337,0,2182,Not Useful
5,75,0,3461,Not Useful
5,19,0,2416,Not Useful
5,60,0,2439,Not Useful
3,79,0,2484,Not Useful
4,33,0,2679,Not Useful
4,87,0,3382,Not Useful
2,274,0,2026,Not Useful
2,35,0,2499,Not Useful
5,83,0,2631,Not Useful
3,20,0,2706,Not Useful
4,34,0,2555,Not Useful
4,22,0,2566,Not Useful
5,115,0,2215,Not Useful
5,30,0,2549,Not Useful
4,123,0,2563,Not Useful
5,23,0,2897,Not Useful
3,40,0,2927,Not Useful
4,58,0,2023,Not Useful
1,43,0,3292,Not Useful
5,214,0,2190,Not Useful
5,16,0,2874,Not Useful
1,312,0,2387,Not Useful
5,30,0,234,Not Useful
2,126,0,181,Not Useful
1,28,0,193,Slightly Useful
1,491,0,200,Not Useful
2,49,0,136,Not Useful
2,440,15,342,Slightly Useful
5,31,0,164,Not Useful
1,75,0,138,Not Useful
5,175,1,154,Not Useful
5,160,0,274,Not Useful
1,448,3,206,Slightly Useful
5,57,0,139,Not Useful
5,15,1,207,Not Useful
3,470,2,319,Not Useful
3,501,0,328,Not Useful
4,256,3,547,Moderately Useful
5,42,3,207,Not Useful
5,102,1,354,Not Useful
5,62,2,225,Not Useful
4,218,12,542,Not Useful
3,88,0,249,Not Useful
3,21,0,167,Not Useful
4,51,0,183,Not Useful
5,27,0,170,Not Useful
3,288,0,267,Not Useful
5,36,0,180,Not Useful
5,27,1,184,Not Useful
3,147,0,185,Not Useful
5,67,3,238,Not Useful
5,13,0,174,Not Useful
2,89,0,201,Not Useful
2,455,0,293,Not Useful
3,57,0,302,Not Useful
2,118,0,199,Not Useful
1,70,0,187,Not Useful
4,507,7,543,Moderately Useful
5,100,1,372,Not Useful
4,61,0,206,Not Useful
5,55,1,301,Not Useful
3,147,6,744,Moderately Useful
3,105,0,196,Not Useful
1,99,0,229,Not Useful
5,14,0,213,Not Useful
1,334,3,572,Slightly Useful
1,114,1,570,Slightly Useful
5,87,0,326,Not Useful
4,162,0,390,Not Useful
5,18,0,238,Not Useful
4,175,0,557,Not Useful
5,28,3,300,Not Useful
5,128,1,493,Not Useful
4,18,1,584,Not Useful
5,86,1,656,Slightly Useful
5,137,2,515,Not Useful
5,83,0,490,Slightly Useful
5,18,0,238,Not Useful
1,146,0,341,Not Useful
4,266,0,460,Not Useful
5,77,0,493,Slightly Useful
5,58,0,442,Not Useful
5,46,0,251,Not Useful
5,111,0,412,Not Useful
5,105,5,653,Not Useful
4,31,0,494,Not Useful
1,90,1,549,Slightly Useful
5,28,0,228,Not Useful
1,203,0,203,Not Useful
1,21,0,345,Not Useful
4,20,0,418,Not Useful
5,40,0,366,Not Useful
5,48,1,593,Slightly Useful
5,59,0,323,Not Useful
5,66,1,689,Not Useful
5,122,8,603,Not Useful
5,66,0,513,Not Useful
5,56,1,606,Slightly Useful
5,13,0,593,Not Useful
5,23,0,313,Not Useful
4,137,0,385,Not Useful
5,43,0,248,Not Useful
5,64,4,547,Not Useful
1,129,0,559,Not Useful
5,69,0,336,Not Useful
2,39,0,621,Not Useful
5,62,0,416,Not Useful
5,37,0,390,Not Useful
5,27,0,348,Not Useful
2,98,1,614,Not Useful
5,61,0,424,Not Useful
5,24,0,377,Not Useful
3,43,1,564,Not Useful
1,59,0,679,Slightly Useful
4,131,0,469,Not Useful
1,151,0,577,Not Useful
5,220,0,623,Not Useful
5,216,0,710,Not Useful
4,310,0,690,Not Useful
5,144,0,713,Slightly Useful
5,31,0,272,Not Useful
5,73,0,487,Not Useful
4,28,0,496,Not Useful
2,33,0,439,Not Useful
5,74,0,727,Not Useful
4,69,0,307,Not Useful
3,31,0,443,Not Useful
5,17,0,771,Slightly Useful
5,77,0,540,Not Useful
5,32,0,598,Slightly Useful
5,39,2,754,Not Useful
4,34,0,315,Not Useful
5,131,0,680,Not Useful
4,47,0,464,Not Useful
3,69,0,572,Not Useful
5,39,0,516,Not Useful
4,93,0,590,Not Useful
3,89,0,572,Not Useful
3,86,1,736,Not Useful
4,43,0,536,Not Useful
5,37,1,497,Not Useful
5,17,0,355,Not Useful
1,110,0,365,Not Useful
5,58,0,625,Not Useful
5,61,0,512,Not Useful
5,27,0,658,Not Useful
4,67,0,523,Not Useful
2,67,0,565,Not Useful
5,63,0,526,Not Useful
3,18,0,568,Not Useful
3,103,0,710,Not Useful
5,22,0,659,Not Useful
5,43,1,691,Not Useful
5,31,0,676,Not Useful
2,63,0,585,Not Useful
5,40,0,462,Not Useful
5,18,0,573,Not Useful
1,717,0,713,Slightly Useful
5,25,0,622,Not Useful
5,37,0,399,Not Useful
4,150,0,632,Not Useful
5,53,1,727,Not Useful
5,41,0,679,Not Useful
4,54,0,749,Not Useful
1,161,0,628,Not Useful
4,70,0,717,Not Useful
4,45,0,710,Not Useful
5,97,0,742,Not Useful
2,286,0,735,Not Useful
2,385,0,383,Not Useful
5,85,0,771,Not Useful
3,39,3,641,Not Useful
5,57,0,720,Not Useful
5,23,0,654,Not Useful
5,32,0,658,Not Useful
5,102,0,520,Not Useful
5,28,0,684,Not Useful
3,59,0,690,Not Useful
2,31,0,516,Not Useful
4,180,1,697,Not Useful
5,37,0,685,Not Useful
3,53,0,719,Not Useful
1,122,0,733,Not Useful
5,132,0,682,Not Useful
4,269,0,689,Not Useful
3,79,0,425,Not Useful
1,187,0,763,Not Useful
3,200,0,733,Slightly Useful
1,82,0,653,Not Useful
4,49,0,728,Not Useful
4,19,0,708,Not Useful
5,44,0,718,Not Useful
5,144,0,162,Not Useful
4,341,5,170,Highly Useful
5,227,0,172,Not Useful
4,332,7,220,Slightly Useful
4,205,6,256,Highly Useful
5,121,0,185,Slightly Useful
4,234,12,282,Slightly Useful
5,38,0,136,Not Useful
5,137,5,203,Not Useful
3,225,5,369,Slightly Useful
5,272,4,442,Slightly Useful
3,376,1,281,Not Useful
4,94,1,204,Not Useful
5,97,1,316,Not Useful
4,193,8,550,Slightly Useful
5,16,0,170,Not Useful
5,304,0,288,Not Useful
4,124,3,261,Not Useful
4,71,6,405,Not Useful
5,148,0,281,Not Useful
5,558,3,510,Not Useful
5,840,0,613,Slightly Useful
5,114,0,496,Not Useful
3,143,1,374,Not Useful
5,325,10,866,Slightly Useful
5,35,0,292,Not Useful
4,71,0,304,Not Useful
5,355,0,948,Moderately Useful
4,220,0,408,Not Useful
3,283,0,368,Slightly Useful
5,169,0,593,Moderately Useful
3,201,0,469,Not Useful
5,126,2,495,Not Useful
5,226,0,809,Slightly Useful
5,180,2,1121,Slightly Useful
3,49,0,431,Slightly Useful
4,26,0,362,Not Useful
5,40,1,545,Not Useful
4,239,0,604,Slightly Useful
4,29,0,411,Not Useful
5,40,0,277,Not Useful
5,142,1,839,Not Useful
5,194,0,549,Not Useful
5,21,0,479,Not Useful
5,195,0,791,Slightly Useful
1,20,0,317,Not Useful
5,144,0,696,Slightly Useful
2,80,0,832,Moderately Useful
1,48,0,331,Not Useful
5,98,0,1100,Not Useful
5,32,0,790,Not Useful
4,154,1,1269,Slightly Useful
5,140,0,605,Not Useful
4,286,0,601,Not Useful
1,48,0,415,Not Useful
5,97,0,672,Not Useful
3,33,1,891,Not Useful
5,33,0,955,Not Useful
5,204,0,1565,Moderately Useful
3,72,0,564,Not Useful
4,36,0,1186,Slightly Useful
4,88,0,545,Not Useful
3,265,0,692,Moderately Useful
4,31,0,560,Not Useful
4,228,3,2328,Slightly Useful
1,89,0,1214,Slightly Useful
4,132,2,1293,Slightly Useful
5,258,0,1240,Slightly Useful
1,147,0,899,Slightly Useful
1,57,0,1189,Not Useful
5,124,0,869,Not Useful
3,49,0,827,Not Useful
4,73,0,1331,Not Useful
3,738,0,1113,Slightly Useful
5,101,4,1790,Slightly Useful
4,132,0,1509,Not Useful
4,130,0,1604,Slightly Useful
5,396,3,3073,Slightly Useful
2,150,0,2292,Not Useful
3,132,0,2509,Slightly Useful
5,25,0,1186,Not Useful
4,273,0,891,Not Useful
5,182,0,1090,Slightly Useful
3,250,0,2105,Slightly Useful
5,36,0,1328,Slightly Useful
5,76,0,1917,Slightly Useful
2,121,0,1067,Slightly Useful
5,54,0,1433,Not Useful
5,72,0,2731,Not Useful
5,80,0,1349,Slightly Useful
5,78,0,1365,Slightly Useful
3,125,0,2074,Not Useful
4,86,0,1175,Slightly Useful
5,45,0,2217,Slightly Useful
2,429,0,2482,Slightly Useful
4,46,0,1685,Slightly Useful
2,181,0,1047,Slightly Useful
5,13,0,1901,Slightly Useful
2,49,0,1870,Not Useful
5,58,0,1837,Slightly Useful
1,26,0,1697,Not Useful
4,171,0,2635,Not Useful
3,54,0,1906,Not Useful
5,20,0,1941,Slightly Useful
4,51,0,2032,Not Useful
2,183,0,3221,Highly Useful
4,76,0,1832,Not Useful
4,134,0,1876,Not Useful
2,204,0,1666,Slightly Useful
2,239,0,2547,Slightly Useful
4,164,0,2580,Not Useful
5,96,0,2772,Slightly Useful
4,48,0,3059,Not Useful
5,807,6,303,Not Useful
4,148,1,148,Not Useful
4,149,0,188,Not Useful
4,210,3,292,Slightly Useful
5,95,0,145,Not Useful
5,173,5,323,Not Useful
3,17,0,164,Not Useful
4,122,2,246,Not Useful
5,321,4,691,Highly Useful
4,36,4,450,Not Useful
5,121,2,252,Not Useful
3,317,3,607,Moderately Useful
4,108,1,925,Slightly Useful
5,391,5,666,Not Useful
5,96,0,571,Slightly Useful
5,82,0,555,Not Useful
4,152,2,1042,Not Useful
4,103,0,568,Not Useful
5,183,1,721,Not Useful
4,47,0,353,Not Useful
5,73,0,444,Not Useful
4,331,4,1187,Not Useful
4,165,0,818,Not Useful
5,111,2,951,Slightly Useful
4,28,0,440,Not Useful
4,31,0,594,Not Useful
5,29,0,614,Not Useful
4,102,0,959,Slightly Useful
4,359,0,1026,Slightly Useful
5,308,13,1035,Slightly Useful
5,62,0,672,Not Useful
5,596,4,1049,Slightly Useful
5,345,6,1044,Slightly Useful
5,97,3,1135,Slightly Useful
4,318,0,589,Not Useful
5,219,0,740,Not Useful
3,225,0,784,Not Useful
5,40,8,677,Not Useful
3,54,0,741,Not Useful
5,109,0,1294,Slightly Useful
5,152,0,830,Not Useful
5,125,0,900,Not Useful
3,49,0,916,Not Useful
3,103,0,897,Not Useful
5,41,0,654,Not Useful
5,68,0,441,Not Useful
4,113,0,1391,Slightly Useful
5,219,0,1046,Slightly Useful
5,91,2,938,Not Useful
3,47,0,473,Not Useful
5,93,3,957,Not Useful
5,54,1,972,Not Useful
3,151,0,1157,Not Useful
5,218,0,1198,Not Useful
3,59,0,809,Not Useful
3,50,0,844,Not Useful
5,128,0,811,Not Useful
1,408,2,1205,Not Useful
3,73,0,829,Not Useful
5,50,0,1055,Slightly Useful
2,96,0,1363,Not Useful
3,118,1,1389,Not Useful
4,83,0,697,Not Useful
4,63,0,949,Not Useful
4,45,0,889,Not Useful
3,83,0,1383,Not Useful
5,294,0,1471,Slightly Useful
3,121,3,2152,Slightly Useful
2,105,0,1383,Not Useful
5,62,0,752,Not Useful
3,56,0,1053,Not Useful
5,177,0,1049,Slightly Useful
4,51,0,1925,Not Useful
4,389,0,2909,Moderately Useful
4,70,0,2249,Slightly Useful
4,23,0,1396,Not Useful
5,106,0,1360,Not Useful
4,20,0,1405,Not Useful
5,33,0,1034,Not Useful
3,97,0,1353,Not Useful
4,24,0,1582,Not Useful
4,175,0,2528,Slightly Useful
5,92,0,1064,Not Useful
5,87,0,1552,Not Useful
2,51,0,1622,Not Useful
2,134,0,2569,Not Useful
4,15,0,1594,Not Useful
5,70,0,1432,Slightly Useful
3,45,0,2737,Not Useful
5,11,0,1381,Not Useful
5,25,0,1433,Not Useful
